Sentence,Label
 HELLOOO!!! How are you?? Gosh I miss seeing you around. Thought of you last night when I had some amarula,Negative
listening through the Mendeed discog once again. I still think their disbanding is a loss.  #metal,Negative
I`m so sleep deprived but it`s to hot to sleep.,Negative
" Ordered mine, thank you!!",Positive
Off to Dollarama -- I wish I had a new job,Positive
"like spirits in the night ooooh night, quÃÂ¯ÃÂ¿ÃÂ½ grande ere mr. springsteen",Positive
just woke up and feeling real good cause of krispy kreme. I WANT ME SOME DOUGHNUTS,Positive
" HAHAHAHAHAHAHAHAHAHAHAHA I love it!!! No, actually, I have been having mad cravings lately though",Positive
 Glad you like!,Positive
" thanks  i have to finish schoolwork today, no rehearsal tonight though. what ru doing?",Positive
PArts of me are starting to feel the effects of over tanning,Negative
" I was in row P, but i tried to run down to the front in Corrupted and  i could see you singing away",Neutral
" I so agree with you we have been married for 7 yrs, and this is our 6th move  BLAH!!!",Negative
gotta get up in a few hours...booo  gooodnight!,Neutral
I`d rather sit on a bench with a friendly psychiatric patient than go a party with some 'cool' person,Positive
 I loveeee cashis  ms. Jenkins is my shitttt!!!,Neutral
 oh ok kool  keep me informed bout that checked ur paged its nice,Positive
 there is no sale in Botega...,Neutral
_always3 okay well thank you you are so beautiful too,Positive
" I empathise luvvie, I dont personally understand a grown mans need to dress in tartan in search for a little white ball",Neutral
 ur not blind  i was just browsing & saw ur tweet & figured i could answer ur query plus i wanted to know too,Neutral
_ nooo  no roo crying. but omg i wanted to slap her. she was singing fine then from out of nowhere- BOOHOOOOOOOOOOO,Negative
is listening to Jello Biafra at work.,Neutral
"finished sewing for the night, uploading pictures from slidebar and beach. i cant believe i am having difficulties with twitter!",Negative
likes patricia`s dress,Positive
my birthday chicken  http://bit.ly/whbuv,Neutral
"nyc placements have started to come out, but it looks like upgrades might have to wait yet another two weeks for placements! dreadfully",Negative
Experiencing pain with paginating ASP.NET ListView controls,Negative
  FTR I <3 U and miss U on the team already,Negative
" Granted, it won`t do that, either",Neutral
 I queue for cake standing up and with a slight look of deranged anticipation on my face.,Neutral
Really wish I could have gone to  this weekend,Positive
 ahhh ikr! he`s the cuteset thing ever  Plus it reminds me of twilight which is good cause I looooooove it so much!!,Positive
 i know ridiculous! we never got to hang out  i love chicago and want to go shopping... so a trip sounds like fun,Positive
" Mark Twain quote is spot on, my cat is a bugger when it comes to crime! Handy at times",Positive
is wishing everyone a blessed & beautiful Mother`s Day!,Positive
 I want all the soldiers to come home so we don`t have to hear about anymore being killed.,Positive
 Do you have any idea when the (not so) patient fans will see some teaser pics of you all in costume?,Neutral
 Thank you  and hope you are having a great day,Positive
The test today was killer. I didn`t even manage to finish on time.,Positive
 Right here! Army Wife in Germany! I can`t STAND that I cannot be there this summer!,Negative
" Hey, thanx for following me, I`ll follow you",Positive
still awake..doing my assignments and playing virtual farming,Neutral
"mmm... hot chocolate, ugboots and topgear... life is good.",Positive
 Don`t leave forever! We`ll miss you too much,Negative
Happy Star Wars Day!!!,Positive
thanks to  for becoming a follower,Positive
Boognish wishes Clemmie would be nice to me  http://apps.facebook.com/catbook/profile/view/6831309,Positive
 There`s loads of highly qualified stuff  and loads STILL using snail mail.,Negative
"  you can have  ice cream, I`ll have  kiss.",Neutral
 Thanks twilight... i know we love canon,Positive
 re: the job ... still waiting my friend. Thanks for asking  * I just need a little ... ;) * ? http://blip.fm/~5jehr,Positive
I hate crowds   http://tr.im/mONi,Negative
" are you kidding me?! that looks incredible!!! Lay out and swim a lot for me, stuck in the cold NYC",Positive
DIDO 'US 2 Little Gods' http://ow.ly/9UIn 'Just this moment/ Let it all stop here/ I`ve had my fill'...words that make you panic...,Negative
i dont think i have ever laughed so hard,Positive
I just wanted dippin dots,Neutral
Well rite i gt a headache,Negative
 Aw  *hugs* Sorry man.  If I were rich I`d buy u a ticket NOW!,Neutral
R-T  30 Cool Things For Successful Entrepreneurs To Do - http://bit.ly/8w7iQ - Please Share,Positive
Sweet! When are they going to be publicly available?,Positive
" Ooooh, boo!  We only see each other at the bar (at `s well) or miss each other! I`ll make a pt of stopping by! ;)",Negative
Happy Mothers Day to all the mums in my life and those that are not,Positive
At Bidor with  eating Wantan mee n drinkin Cham Ping.,Neutral
 i sorry sweetpea... almost over with!,Negative
"j. alexanders... i`m sorry nintendo, but if i`m in a collared shirt then chances are you`re staying home tonight",Neutral
 Thanks about the ponytail. I dreamt last night that I shaved my head...??? I guess it`s a bigger deal than I thought.,Positive
 congrats! You`re the first person i`ve heard/read say that today,Positive
hollie steel on bgt was absolutely excruciating to watch...poor girl.,Negative
  said that  mentioned bears!  have fun!! P.S bears like Peanut Butter,Positive
 I cancelled a run in favour of... staying in. Wish I monies for pubulation tho,Positive
****! tying run is on 2nd!  let`s hold em` Raiders!,Negative
No more Mtn. Dew in mini-fridge.,Neutral
 oh no fair.... thats in 9 hours,Negative
" It`s just a shame what wisdom comes with age, but age destroys youth",Negative
I wasn`t going to go out tonight but looks like I`ll be heading over to Main Street,Neutral
 Keep the suggestions coming...I love the classics!,Positive
" I will have spent my allowance at cybernet expo in SF by then  send me a dm with rates, tho, mayb cash flo bttr 4 me then",Positive
 The ball is in motion. I have to type up concepts in outline format we could develop those to ensure we deliver greatness,Positive
" haha that was good, slightly geeky but funny  x",Positive
   I need a wardrobe intervention,Neutral
 The newest versions are not any better,Negative
" well, someone told me it`s only there for two weeks  i`m going again next week with a friend IN SCHOOL TIME :p ...",Neutral
 Thanks for the link Geoff,Positive
 I feel you I have a third eye right now and right before I go see foreign boys,Neutral
May 10 is Human Kindness Day.,Neutral
"Would like to remind people that I am OUT of Kansai Scene, and whatever the current issue is like, I have had nothing to do with it",Negative
 Alright...you missed one crazy party last night,Negative
" As it is now, my body has already developed a mind of it`s own but that mind refuses to co-operate with set schedules",Neutral
going to the memorial for the guy in my grade that died.,Neutral
just watching hollyoaks omg,Neutral
" Don`t fall to celebrity worship, though... just write what you think, do the best you can and rock on",Positive
 Hi Selena i made this team to support you in Greece and Cyprus,Positive
_henrie  Can you do a shoutout to holland please ? You got a lot of fans here!,Positive
 That`s exactly why I follow you.,Positive
I WANT A GARDEN  sitting inside when it`s sunny sucks.,Negative
 'VISION OF LOVE' Play now 'i had the vision of luv n it was aaaaaoOUoOuoOUU that u..turn out..toOoo' Mariah this ur part,Positive
okay the new jonas episode was awesome,Positive
 That`s great! I will have to do the same as I was forced to miss it. I had to leave for work.,Neutral
_gaba evrytime i listen to the name of tat plce i am reminded of Mojojojo from dexter`s lab,Neutral
Lol @ me and  whispering so we don`t get in trouble and being almost 30! Feels great to be home feeling like kids,Positive
that party was a great time  just got `paranoid` by  as a ringtone! yay,Positive
 thats not really fair. I mean you just up and leave like that and you dont even give us a party  So when you coming back or  ...,Negative
  morning,Neutral
"Urgh.... feeling like **** today. Bad headache, tired, blood sugars too high.",Negative
mOod. was way too much fun. lol..  I lOve to dance TEchno !!! <3 ... life.lOve.stress &&. set backs <3 gnite,Positive
" Kewl, I only got my iPhone and gotta hope it lasts all weekend  Only got a shuffle, might bring that anyways... See ya 8am!",Positive
Best show of my life. Guess I`m going to sc this week,Positive
"If Hamilton gets a hockey team, I really think the name Hamilton should be in the team name. If not, I`ll be sad.",Neutral
NGH episode 28 is out! check it out!,Neutral
work til 9,Neutral
 YEAY!. haha. thank you so much jiah,Positive
"_OTTAWA ur welcome, sweet dreams!",Positive
"Finishing the video. **** me, it`s so long",Negative
exhausting day. And more to come tomorrow! City for mother`s day!  can`t wait minus the driving.,Neutral
Grass fed beef burgers with sauteed mushrooms and cheddar on wheat buns along with a salad. Yum. Poor Kim still isn`t feeling well,Negative
 play vanessa hudgens new songs plz or vfactory,Neutral
"watching Cavs game. LeBron James, my newest love!  36 pts for Cavs, 17 by LeBron!",Positive
Beautiful day on Ocracoke just hope the thunderstorms stay away this afternoon...it`s not looking good,Negative
 careful the cops dont mistake you and your kids for criminals - i hear there is some indiscrimate shooting going on,Neutral
