Sentence,Label,ProcessedSentence
The comment section was filled with trolling and spam.,Negative,comment section fill trolling spam
The review was overly harsh and lacked constructive criticism.,Negative,review overly harsh lack constructive criticism
The tweet was vague and did not clarify the main point.,Negative,tweet vague not clarify main point
The article was not well-researched and lacked credible sources.,Negative,article not wellresearche lack credible source
The photo was poorly composed and did not enhance the content.,Negative,photo poorly compose not enhance content
The video tutorial was too rushed and missed important steps.,Negative,video tutorial rush miss important step
The blog post was cluttered with irrelevant information.,Negative,blog post cluttered irrelevant information
The comment was dismissive and did not address the original post.,Negative,comment dismissive not address original post
The social media update was too frequent and felt spammy.,Negative,social medium update frequent feel spammy
The article was overly technical and not reader-friendly.,Negative,article overly technical not readerfriendly
The video was too long and lacked engaging content.,Negative,video long lack engage content
The post had an unprofessional tone and did not resonate with the audience.,Negative,post unprofessional tone not resonate audience
The review was too general and did not provide specific details.,Negative,review general not provide specific detail
The meme was poorly designed and lacked humor.,Negative,meme poorly design lack humor
The blog post was inconsistent and lacked a clear message.,Negative,blog post inconsistent lack clear message
